Doc_Index,Title,Dominant_Topic,Dominant_Prob,Topic_0_Prob,Topic_1_Prob,Topic_2_Prob,Topic_3_Prob,Topic_4_Prob,Topic_5_Prob,Topic_6_Prob,Topic_7_Prob,Topic_8_Prob,Topic_9_Prob
471,Inside or outside the IP system? Business creation in academia,5,0.6347,0.3496,0.002,0.002,0.002,0.002,0.6347,0.002,0.002,0.002,0.002
472,Contextualizing the Notion of an Entrepreneurial University: A Reflective Framework,0,0.9833,0.9833,0.0019,0.0019,0.0019,0.0019,0.0019,0.0019,0.0019,0.0019,0.0019
473,Academic Entrepreneurship Evolution: A Systematic Review of University Incubators and Startup Develo,0,0.9892,0.9892,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012
474,An Analysis of Female Academic Entrepreneurship in Bangladesh,3,0.5317,0.4461,0.0028,0.0028,0.5317,0.0028,0.0028,0.0028,0.0028,0.0028,0.0028
475,The internationalization of science and its influence on academic entrepreneurship,0,0.4311,0.4311,0.0025,0.0025,0.1359,0.0025,0.4155,0.0025,0.0025,0.0025,0.0025
476,TECHNOLOGY BASED ENTREPRENEURSHIP: CHALLENGES AND OPPORTUNITIES TO ENHANCE A UNIVERSITY SPINOFF,0,0.9196,0.9196,0.0008,0.0008,0.0008,0.0008,0.0744,0.0008,0.0008,0.0008,0.0008
477,The role of intellectual capital in the creation of new academic entrepreneurship,0,0.4217,0.4217,0.0008,0.0008,0.3012,0.0008,0.2715,0.0008,0.0008,0.0008,0.0008
478,University startups as a commercialization alternative: lessons from three contrasting case studies,5,0.692,0.2715,0.0008,0.0307,0.0008,0.0008,0.692,0.0008,0.0008,0.0008,0.0008
479,To entrepreneur or not to entrepreneur? How identity discrepancies influence enthusiasm for academic,0,0.9589,0.9589,0.0009,0.0009,0.034,0.0009,0.0009,0.0009,0.0009,0.0009,0.0009
481,Is academic spin-off financing a matter of business and growth models? The Spanish case,3,0.842,0.1509,0.0009,0.0009,0.842,0.0009,0.0009,0.0009,0.0009,0.0009,0.0009
482,"The impact of entrepreneurial capacity, experience and organizational support on academic entreprene",0,0.69,0.69,0.0011,0.0011,0.0011,0.0011,0.3015,0.0011,0.0011,0.0011,0.0011
486,Academic entrepreneurship in South Africa: testing for entrepreneurial intentions,0,0.8572,0.8572,0.0011,0.0011,0.134,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011
487,PRE-INCUBATION TOOLKITS FOR ACADEMIC ENTREPRENEURSHIP FOSTERING: BULGARIAN CASE,0,0.9883,0.9883,0.0013,0.0013,0.0013,0.0013,0.0013,0.0013,0.0013,0.0013,0.0013
488,"Making Sense of Science, University, and Industry: Sensemaking Narratives of Finnish and Israeli Sci",0,0.985,0.985,0.0017,0.0017,0.0017,0.0017,0.0017,0.0017,0.0017,0.0017,0.0017
489,Dr. Jekyll and Mr. Hyde: How do academic entrepreneurs deal with identity conflict?,0,0.9882,0.9882,0.0013,0.0013,0.0013,0.0013,0.0013,0.0013,0.0013,0.0013,0.0013
490,The soft skills bases in digital academic entrepreneurship in relation to digital transformation,0,0.9917,0.9917,0.0009,0.0009,0.0009,0.0009,0.0009,0.0009,0.0009,0.0009,0.0009
492,Categories of university-level entrepreneurship: a literature survey,0,0.7462,0.7462,0.0025,0.0025,0.0025,0.0025,0.2338,0.0025,0.0025,0.0025,0.0025
493,ACADEMIC ENTREPRENEURSHIP AS AN IMPORTANT FACTOR OF SUSTAINABLE ECONOMIC DEVELOPMENT,0,0.7698,0.7698,0.0007,0.0007,0.0007,0.0007,0.2243,0.0007,0.0007,0.0007,0.0007
494,Academic Entrepreneurship-As a Drive Factor for Economic Progress,0,0.9591,0.9591,0.0045,0.0045,0.0045,0.0045,0.0045,0.0045,0.0045,0.0045,0.0045
500,ACADEMIC ENTREPRENEURSHIP RESEARCH PROFILING: TOWARDS TEMATIC BOUNDARIES OF THE FIELD,0,0.9935,0.9935,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007
501,Technology transfer office type for increased access to university intellectual capital: Recommendat,0,0.525,0.525,0.0007,0.0007,0.0007,0.0007,0.4426,0.0007,0.0277,0.0007,0.0007
505,A performance-based taxonomy of entrepreneurial universities,0,0.9522,0.9522,0.0018,0.0018,0.0018,0.0018,0.0018,0.0338,0.0018,0.0018,0.0018
507,Women's Academic Entrepreneurship: Understanding Gender Disparities,0,0.7819,0.7819,0.0014,0.0014,0.207,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014
508,CONSIDERATIONS REGARDING THE ACADEMIC ENTREPRENEURSHIP,0,0.9847,0.9847,0.0017,0.0017,0.0017,0.0017,0.0017,0.0017,0.0017,0.0017,0.0017
509,Academic entrepreneurship assessment model in Iranian sport science faculties,0,0.9877,0.9877,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014
510,Academic Entrepreneurship: The Bayh-Dole Act versus the Professor's Privilege,5,0.6265,0.3624,0.0014,0.0014,0.0014,0.0014,0.6265,0.0014,0.0014,0.0014,0.0014
512,The Academic Entrepreneurship of James Buchanan at Virginia Tech,0,0.764,0.764,0.0031,0.0031,0.0031,0.0031,0.211,0.0031,0.0031,0.0031,0.0031
513,THE POTENTIAL OF ACADEMIC ENTREPRENEURSHIP: A CHANCE FOR THE DEVELOPMENT OF THE SME SECTOR,0,0.9648,0.9648,0.0019,0.0019,0.0019,0.0019,0.0019,0.0019,0.0019,0.0199,0.0019
514,To What Extent is Academic Entrepreneurship Taken for Granted Within Research Universities?,5,0.5085,0.4794,0.0015,0.0015,0.0015,0.0015,0.5085,0.0015,0.0015,0.0015,0.0015
515,TOWARDS A CONCEPTUAL DEFINITION OF ACADEMIC ENTERPRENEURSHIP,0,0.9915,0.9915,0.0009,0.0009,0.0009,0.0009,0.0009,0.0009,0.0009,0.0009,0.0009
516,Rowing against the wind: how do times of austerity shape academic entrepreneurship in unfriendly env,0,0.7372,0.7372,0.0007,0.0007,0.1158,0.0007,0.142,0.0007,0.0007,0.0007,0.0007
517,Entrepreneurial Engagements of Academics in Engineering Universities of Pakistan,0,0.9177,0.9177,0.0019,0.0019,0.0019,0.0019,0.0669,0.0019,0.0019,0.0019,0.0019
518,Typologies of academic entrepreneurs and limits and possibilities of integration with companies and ,0,0.9791,0.9791,0.0023,0.0023,0.0023,0.0023,0.0023,0.0023,0.0023,0.0023,0.0023
519,Paths academic scientists take to entrepreneurship: Disaggregating direct and indirect influences,0,0.6639,0.6639,0.0016,0.0016,0.3236,0.0016,0.0016,0.0016,0.0016,0.0016,0.0016
523,Emerging Perspectives on Regional Academic Entrepreneurship,0,0.9737,0.9737,0.0017,0.0128,0.0017,0.0017,0.0017,0.0017,0.0017,0.0017,0.0017
524,Academic entrepreneurship as a source of innovation for sustainable development,0,0.9892,0.9892,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012
525,Biomedical academic entrepreneurship through the SBIR program,5,0.7654,0.2172,0.0022,0.0022,0.0022,0.0022,0.7654,0.0022,0.0022,0.0022,0.0022
529,Academic Entrepreneurship and Exchange of Scientific Resources: Material Transfer in Life and Materi,0,0.9889,0.9889,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012
533,Intrapreneurial universities in digital times - New ways of thinking and future challenges,0,0.9862,0.9862,0.0015,0.0015,0.0015,0.0015,0.0015,0.0015,0.0015,0.0015,0.0015
535,The entrepreneurial university and the region: what role for entrepreneurship departments?,0,0.9845,0.9845,0.0017,0.0017,0.0017,0.0017,0.0017,0.0017,0.0017,0.0017,0.0017
537,"Creating entrepreneurial networks: academic entrepreneurship, mobility and collaboration during PhD ",0,0.8142,0.8142,0.0013,0.1752,0.0013,0.0013,0.0013,0.0013,0.0013,0.0013,0.0013
538,"Entrepreneurship by Ph.D. students: intentions, human capital and university support structures",0,0.7869,0.7869,0.0007,0.0007,0.2072,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007
539,Exploring the pathway of academic entrepreneurs: The case of Stellenbosch University,0,0.9097,0.9097,0.0008,0.0008,0.0008,0.0008,0.0473,0.0008,0.0008,0.0371,0.0008
540,"Academic entrepreneurship through technology transfer: exploring doctoral students' motivation, soci",0,0.9487,0.9487,0.001,0.001,0.001,0.001,0.0436,0.001,0.001,0.001,0.001
541,THE ROLE OF ACADEMIC ENTREPRENEURSHIP IN THE COMMERCIALIZATION OF R&D OUTCOMES IN POLAND,5,0.4813,0.1764,0.0008,0.0169,0.3205,0.0008,0.4813,0.0008,0.0008,0.0008,0.0008
542,The Composition of University Entrepreneurial Ecosystems and Academic Entrepreneurship: A UK Study,0,0.6569,0.6569,0.0014,0.0014,0.3315,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014
543,Foreign-Born Scholars and Academic Entrepreneurship in Eastern Europe,0,0.6011,0.6011,0.0011,0.0011,0.0011,0.0011,0.3826,0.0011,0.0011,0.0087,0.0011
544,Gender patterns in academic entrepreneurship,0,0.7158,0.7158,0.0013,0.0013,0.274,0.0013,0.0013,0.0013,0.0013,0.0013,0.0013
545,Academic entrepreneurship in Spanish universities: An analysis of the determinants of entrepreneuria,0,0.9071,0.9071,0.0016,0.0016,0.0016,0.0016,0.0802,0.0016,0.0016,0.0016,0.0016
549,The commodification of academic research and its social legitimation: When the public communication ,0,0.9883,0.9883,0.0013,0.0013,0.0013,0.0013,0.0013,0.0013,0.0013,0.0013,0.0013
550,Taking scientific inventions to market: Mapping the academic entrepreneurship ecosystem,0,0.9903,0.9903,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011
551,A System Dynamics Framework for Academic Entrepreneurship,0,0.9905,0.9905,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011
552,Development of academic entrepreneurship in a non-mature context: the role of the university as a hu,0,0.6494,0.6494,0.0011,0.0011,0.0011,0.0011,0.3419,0.0011,0.0011,0.0011,0.0011
553,Bringing Laxmi and Saraswati together: Nano-scientists and academic entrepreneurship in India,0,0.9718,0.9718,0.0015,0.0015,0.0015,0.0015,0.0015,0.0015,0.0015,0.0159,0.0015
554,What determines the entrepreneurial success of academics? Navigating multiple social identities in t,0,0.8487,0.8487,0.0014,0.0014,0.1398,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014
556,Pitching and catching knowledge,0,0.9871,0.9871,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014
557,The Entrepreneurial University and Innovation: A Systematic Literature Review,0,0.9254,0.9254,0.0016,0.0016,0.0016,0.0016,0.0614,0.0016,0.0016,0.0016,0.0016
558,STUDENTS' ENTREPRENEURSHIP AS AN EXTERNAL EFFECT OF HIGHER EDUCATION INSTITUTION ON THE CASE OF STAT,0,0.9857,0.9857,0.0016,0.0016,0.0016,0.0016,0.0016,0.0016,0.0016,0.0016,0.0016
559,Development and implementation of a model for promoting innovation in traditional food products thro,0,0.7754,0.7754,0.0015,0.0015,0.0015,0.0015,0.2127,0.0015,0.0015,0.0015,0.0015
560,Breaking the Ivory Tower: Academic Entrepreneurship in the Life Sciences in UK and Germany,0,0.5545,0.5545,0.0015,0.0015,0.0015,0.0015,0.4336,0.0015,0.0015,0.0015,0.0015
561,The Effect of Psychological Capital and Role Conflict on the Academic Entrepreneurial Intents of Chi,0,0.7972,0.7972,0.0007,0.0007,0.1972,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007
562,Academic entrepreneurship and patent licensing: New trends in France and lessons for/from the Chines,5,0.5811,0.4064,0.0016,0.0016,0.0016,0.0016,0.5811,0.0016,0.0016,0.0016,0.0016
563,Arts and design as translational mechanisms for academic entrepreneurship: The metaLAB at Harvard ca,0,0.9883,0.9883,0.0013,0.0013,0.0013,0.0013,0.0013,0.0013,0.0013,0.0013,0.0013
564,The influence of the pillars of digital academic entrepreneurship on university students' entreprene,0,0.9922,0.9922,0.0009,0.0009,0.0009,0.0009,0.0009,0.0009,0.0009,0.0009,0.0009
565,ACADEMIC ENTREPRENEURSHIP: PRACTICAL RESULTS AND TRAINING,0,0.9917,0.9917,0.0009,0.0009,0.0009,0.0009,0.0009,0.0009,0.0009,0.0009,0.0009
566,"Gifts, donations, and loose coupling: responses to changes in academic entrepreneurship among biosci",0,0.6009,0.6009,0.0009,0.0685,0.0009,0.0009,0.3245,0.0009,0.0009,0.0009,0.0009
567,THE INFLUENCE OF THE KNOWLEDGE AREA ON THE RANKING OF DETERMINANTS OF ACADEMIC ENTREPRENEURSHIP,0,0.8904,0.8904,0.0006,0.0006,0.0006,0.0006,0.1048,0.0006,0.0006,0.0006,0.0006
568,How does the entrepreneurial orientation of scientists affect their scientific performance? Evidence,0,0.8557,0.8557,0.0014,0.0014,0.0024,0.0014,0.1325,0.0014,0.0014,0.0014,0.0014
569,Academic entrepreneurship (re)defined: significance and implications for the scholarship of higher e,0,0.987,0.987,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014
570,The limits of academic entrepreneurship: Conflicting expectations about commercialization and innova,5,0.7462,0.2434,0.0013,0.0013,0.0013,0.0013,0.7462,0.0013,0.0013,0.0013,0.0013
571,Late-stage academic entrepreneurship: Explaining why academic scientists collaborate with industry t,5,0.5791,0.4095,0.0014,0.0014,0.0014,0.0014,0.5791,0.0014,0.0014,0.0014,0.0014
572,Adopting a design approach to translate needs and interests of stakeholders in academic entrepreneur,0,0.9889,0.9889,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012
573,Digital academic entrepreneurship: knowledge and public value from an Italian case study,0,0.9862,0.9862,0.0015,0.0015,0.0015,0.0015,0.0015,0.0015,0.0015,0.0015,0.0015
574,The 'entrepreneurial turn' and regional economic development mission of universities,0,0.9886,0.9886,0.0013,0.0013,0.0013,0.0013,0.0013,0.0013,0.0013,0.0013,0.0013
575,"Inventor Masculinity: Innovation, Competition, and Male Privilege in Academic Science",0,0.8859,0.8859,0.0013,0.0013,0.0013,0.0013,0.1036,0.0013,0.0013,0.0013,0.0013
576,The nature of academic entrepreneurship in the UK: Widening the focus on entrepreneurial activities,0,0.8021,0.8021,0.001,0.001,0.001,0.001,0.19,0.001,0.001,0.001,0.001
578,The Social Innovation of Academic Spin-Offs From a Multilevel Approach,3,0.7152,0.1469,0.0011,0.0011,0.7152,0.0011,0.13,0.0011,0.0011,0.0011,0.0011
579,Construct Validity in Pilot Study: Application in Academic Entrepreneurship Research,0,0.908,0.908,0.0014,0.0014,0.0809,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014
580,Scientists' transition to academic entrepreneurship: Economic and psychological determinants,0,0.8651,0.8651,0.0008,0.0008,0.1289,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008
581,Gone Corporate? The Changing Face of Entrepreneurship in Contemporary Universities,0,0.9763,0.9763,0.0026,0.0026,0.0026,0.0026,0.0026,0.0026,0.0026,0.0026,0.0026
582,"Gender, management education and the willingness for academic entrepreneurship",3,0.6198,0.3632,0.0021,0.0021,0.6198,0.0021,0.0021,0.0021,0.0021,0.0021,0.0021
583,The Relevance of Problem-based Learning for Policy Development in University-Business Cooperation,0,0.9882,0.9882,0.0013,0.0013,0.0013,0.0013,0.0013,0.0013,0.0013,0.0013,0.0013
584,The Relationship Between University Culture and Climate and Research Scientists' Spin-off Intentions,0,0.8945,0.8945,0.0011,0.0011,0.0011,0.0011,0.097,0.0011,0.0011,0.0011,0.0011
585,Development of research on the university entrepreneurship ecosystem: trends and areas of interest o,0,0.99,0.99,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011
586,Research groups as 'quasi-firms': the invention of the entrepreneurial university,0,0.541,0.541,0.0025,0.0025,0.0025,0.0025,0.439,0.0025,0.0025,0.0025,0.0025
587,The new inclusive role of university technology transfer: Setting an agenda for further research,0,0.838,0.838,0.0009,0.0009,0.0009,0.0009,0.1548,0.0009,0.0009,0.0009,0.0009
588,Accessible training for academic clinicians and researchers to address the need for academic entrepr,0,0.649,0.649,0.0083,0.0083,0.0083,0.0083,0.0083,0.2843,0.0083,0.0083,0.0083
589,Shaping the social orientation of academic entrepreneurship: an exploratory study,0,0.8645,0.8645,0.0014,0.0014,0.1245,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014
590,The psychological well-being of student entrepreneurs: a social identity perspective,0,0.8933,0.8933,0.0014,0.0014,0.0014,0.0014,0.0956,0.0014,0.0014,0.0014,0.0014
591,The role of non-economic goals in academic spin-offs,0,0.5641,0.5641,0.001,0.001,0.291,0.001,0.138,0.001,0.001,0.001,0.001
592,Expanding roles for academic entrepreneurship in drug discovery,5,0.6989,0.2841,0.0021,0.0021,0.0021,0.0021,0.6989,0.0021,0.0021,0.0021,0.0021
593,INFRASTRUCTURE AS A DETERMINANT OF ENTERPRISE DEVELOPMENT WITHIN THE ACADEMIC ENVIRONMENT IN POLAND,0,0.98,0.98,0.0022,0.0022,0.0022,0.0022,0.0022,0.0022,0.0022,0.0022,0.0022
594,Becoming an academic entrepreneur: how scientists develop an entrepreneurial identity,0,0.9944,0.9944,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006
595,Institutions: How Relevant for Interactions in an Emerging Regional Innovation System?,0,0.8286,0.8286,0.0019,0.0019,0.0019,0.0019,0.156,0.0019,0.0019,0.0019,0.0019
596,Formation of university scholars' entrepreneurial intentions: Interaction between perceived desirabi,0,0.7885,0.7885,0.002,0.002,0.1952,0.002,0.002,0.002,0.002,0.002,0.002
597,Assessing Academic Entrepreneurship Efficiency in China's National University Science and Technology,0,0.6285,0.6285,0.0011,0.0011,0.0011,0.0011,0.3629,0.0011,0.0011,0.0011,0.0011
598,Rethinking Academic Entrepreneurship: University Governance and the Emergence of the Academic Enterp,0,0.985,0.985,0.0017,0.0017,0.0017,0.0017,0.0017,0.0017,0.0017,0.0017,0.0017
599,Returnee academic entrepreneurship in China,0,0.5969,0.5969,0.0011,0.0011,0.1047,0.0011,0.2579,0.0011,0.0011,0.0339,0.0011
600,Rankings and entrepreneurial higher education,0,0.9922,0.9922,0.0009,0.0009,0.0009,0.0009,0.0009,0.0009,0.0009,0.0009,0.0009
601,Academics or entrepreneurs? Investigating role identity modification of university scientists involv,0,0.812,0.812,0.0012,0.0012,0.0012,0.0012,0.1785,0.0012,0.0012,0.0012,0.0012
602,A reconsideration of university gap funds for promoting biomedical entrepreneurship,0,0.7117,0.7117,0.0011,0.0011,0.0266,0.0011,0.2536,0.0011,0.0011,0.0011,0.0011
603,Multiphase entrepreneurship: An academic reflection,0,0.8607,0.8607,0.0005,0.0005,0.0005,0.0005,0.1356,0.0005,0.0005,0.0005,0.0005
604,Role conflicts and coping strategies of academic entrepreneurs in an immature entrepreneurship envir,0,0.9913,0.9913,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
605,A project-based learning approach to promote innovation and academic entrepreneurship in a master's ,0,0.9906,0.9906,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
606,"Local context, academic entrepreneurship and open science: Publication secrecy and commercial activi",5,0.7839,0.2057,0.0013,0.0013,0.0013,0.0013,0.7839,0.0013,0.0013,0.0013,0.0013
607,Nascent academic entrepreneurs and identity work at the boundaries of professional domains,0,0.9905,0.9905,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011
608,Academic Entrepreneurship Ecosystems: Systematic Literature Review and Future Research Directions,0,0.99,0.99,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011
609,MODELING STRATEGIES FOR THE EQUILIBRIUM OF SOCIO-ECONOMIC SYSTEMS OF ADAPTIVE CORPORATE MANAGEMENT O,0,0.9932,0.9932,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008
610,"Knowledge Spillovers, Entrepreneurship, and Economic Growth: An Empirical Assessment",3,0.5077,0.3313,0.0017,0.0017,0.5077,0.0017,0.1493,0.0017,0.0017,0.0017,0.0017
611,Individual and organizational inhibitors to the development of entrepreneurial competencies in unive,0,0.7275,0.7275,0.0019,0.0019,0.0019,0.0019,0.2571,0.0019,0.0019,0.0019,0.0019
612,"Triple Helix Relations in Innovation: Conflicts, Tensions, and Struggles in Rentier Regions",0,0.9932,0.9932,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008
613,An Auto-Ethnographic Perspective on Academic Entrepreneurship: Implications for Research in the Soci,0,0.9836,0.9836,0.0018,0.0018,0.0018,0.0018,0.0018,0.0018,0.0018,0.0018,0.0018
