Keyword,Z_Score,Recent_Avg_Freq,Historical_Avg_Freq,Total_Frequency,Is_Burst,Years_Active
CO-CITATION ANALYSIS,-0.18,0.0,0.03,1,False,1
PUSH,-0.18,0.0,0.03,1,False,1
TOOLS,-0.18,0.0,0.03,1,False,1
ANATOMY,-0.18,0.0,0.03,1,False,1
DECENTRALISED AUTONOMOUS ORGANISATION,-0.18,0.0,0.03,1,False,1
ENTREPRENEURIAL TRAJECTORIES,-0.18,0.0,0.03,1,False,1
QUALITATIVE INTERPRETATIVE RESEARCH,-0.18,0.0,0.03,1,False,1
PIETY,-0.18,0.0,0.03,1,False,1
ISLAMIC FASHION,-0.18,0.0,0.03,1,False,1
VEILING-FASHION,-0.18,0.0,0.03,1,False,1
TURKEY,-0.18,0.0,0.03,1,False,1
SINCERITY,-0.18,0.0,0.03,1,False,1
SERIOUS GAMES,-0.18,0.0,0.03,1,False,1
UNINCORPORATED,-0.18,0.0,0.03,1,False,1
INCORPORATED,-0.18,0.0,0.03,1,False,1
ENTREPRENEUR TYPOLOGY,-0.18,0.0,0.03,1,False,1
ENTREPRENEURSHIP STRATEGY,-0.18,0.0,0.03,1,False,1
SHARING BIKE,-0.18,0.0,0.03,1,False,1
HIGH-ROAD DEVELOPMENT,-0.18,0.0,0.03,1,False,1
G23,-0.18,0.0,0.03,1,False,1
G24,-0.18,0.0,0.03,1,False,1
PLATFORM ECONOMICS,-0.18,0.0,0.03,1,False,1
NEOLIBERAL URBANISM,-0.18,0.0,0.03,1,False,1
COUNTRY-CONTEXT,-0.18,0.0,0.03,1,False,1
INFERENCE,-0.18,0.0,0.03,1,False,1
OPEN GOVERNMENT DATA,-0.18,0.0,0.03,1,False,1
POLICIES AND CULTURE,-0.18,0.0,0.03,1,False,1
POST-PANDEMIC RECOVERY,-0.18,0.0,0.03,1,False,1
MASS INNOVATION,-0.18,0.0,0.03,1,False,1
HANGZHOU,-0.18,0.0,0.03,1,False,1
WEB3,-0.18,0.0,0.03,1,False,1
WEST AFRICA,-0.18,0.0,0.03,1,False,1
MEDIA TECHNOLOGY,-0.18,0.0,0.03,1,False,1
AGRICULTURAL TECHNOLOGY,-0.18,0.0,0.03,1,False,1
GHANA,-0.18,0.0,0.03,1,False,1
INFLUENCER,-0.18,0.0,0.03,1,False,1
NON-FUNGIBLE TOKENS (NFTS),-0.18,0.0,0.03,1,False,1
AGILE ROADMAPPING,-0.18,0.0,0.03,1,False,1
CIVIC INNOVATION,-0.18,0.0,0.03,1,False,1
CELEBRIFICATION,-0.18,0.0,0.03,1,False,1
OECD,-0.18,0.0,0.03,1,False,1
INTERNATIONAL PROJECTS,-0.18,0.0,0.03,1,False,1
GENDER EQUALITY,-0.18,0.0,0.03,1,False,1
PIRACY,-0.18,0.0,0.03,1,False,1
FRAMES,-0.18,0.0,0.03,1,False,1
IDEOLOGY,-0.18,0.0,0.03,1,False,1
DIFFERENCE-IN-DIFFERENCES,-0.18,0.0,0.03,1,False,1
CONTENT CREATION,-0.18,0.0,0.03,1,False,1
OPPORTUNITY COSTS,-0.18,0.0,0.03,1,False,1
OPERATION MECHANISM,-0.18,0.0,0.03,1,False,1
BUSINESS ECOSYSTEMS,-0.18,0.0,0.06,2,False,1
DREAM TOWN,-0.18,0.0,0.03,1,False,1
GENDER INEQUALITY,-0.18,0.0,0.03,1,False,1
SOCIAL-MEDIA,-0.18,0.0,0.03,1,False,1
LIFE CYCLE,-0.18,0.0,0.03,1,False,1
UPS,-0.18,0.0,0.03,1,False,1
ICT SKILLS AND DIGITAL LITERACY,-0.18,0.0,0.03,1,False,1
CURRICULUM DESIGN AND DEVELOPMENT,-0.18,0.0,0.03,1,False,1
LIVE STREAMING,-0.18,0.0,0.03,1,False,1
WEIGHT MANAGEMENT,-0.18,0.0,0.03,1,False,1
TWITCH,-0.18,0.0,0.03,1,False,1
TEXT SENTIMENT ANALYSIS,-0.18,0.0,0.03,1,False,1
DYNAMIC EVOLUTION,-0.18,0.0,0.03,1,False,1
UNIVERSITY STUDENTS,-0.18,0.0,0.03,1,False,1
IOT,-0.18,0.0,0.03,1,False,1
E-HEALTH,-0.18,0.0,0.03,1,False,1
CLINICAL NUTRITION,-0.18,0.0,0.03,1,False,1
GAME,-0.18,0.0,0.03,1,False,1
OBESITY,-0.18,0.0,0.03,1,False,1
WEIGHT-LOSS,-0.18,0.0,0.03,1,False,1
BLOCKCHAIN TECHNOLOGIES,-0.18,0.0,0.03,1,False,1
WATCH,-0.18,0.0,0.03,1,False,1
PLAY,-0.18,0.0,0.03,1,False,1
PLATFORM WORK,-0.18,0.0,0.03,1,False,1
LIFE-CYCLES,-0.18,0.0,0.03,1,False,1
AUDIENCE DEVELOPMENT,-0.18,0.0,0.03,1,False,1
ENTREPRENEURIAL IDEAS,-0.18,0.0,0.03,1,False,1
USER PERSONAS,-0.18,0.0,0.03,1,False,1
INCENTIVES,-0.18,0.0,0.03,1,False,1
INNOVATION COMMONS,-0.18,0.0,0.03,1,False,1
SILICON SAVANNAH,-0.18,0.0,0.03,1,False,1
DIGITAL INNOVATORS,-0.18,0.0,0.03,1,False,1
DIGITAL INNOVATION SUCCESS,-0.18,0.0,0.03,1,False,1
TECHNOLOGY START-UPS,-0.18,0.0,0.03,1,False,1
COLLOCATION,-0.18,0.0,0.03,1,False,1
RESOURCE SHARING,-0.18,0.0,0.03,1,False,1
OPPORTUNITY APPROPRIABILITY,-0.18,0.0,0.03,1,False,1
ECOSYSTEM STABILITY,-0.18,0.0,0.03,1,False,1
SOFTWARE ENGINEERING EDUCATION,-0.18,0.0,0.03,1,False,1
STARTUP EDUCATION,-0.18,0.0,0.03,1,False,1
CHALLENGE BASED LEARNING,-0.18,0.0,0.03,1,False,1
CIVIC ENTREPRENEURSHIP,-0.18,0.0,0.03,1,False,1
GIG CITY,-0.18,0.0,0.03,1,False,1
USER INNOVATION,-0.18,0.0,0.03,1,False,1
COMMUNITIES OF PRACTICE,-0.18,0.0,0.03,1,False,1
HACKERSPACES,-0.18,0.0,0.03,1,False,1
DESIGN SCIENCE,-0.18,0.0,0.03,1,False,1
DISCOURSE ANALYSIS,-0.18,0.0,0.03,1,False,1
OPEN SEARCH,-0.18,0.0,0.03,1,False,1
CONSUMER ORIENTATION,-0.18,0.0,0.03,1,False,1
BUSINESS MODEL DESIGN,-0.18,0.0,0.03,1,False,1
USER-CENTERED DESIGN,-0.18,0.0,0.03,1,False,1
BUSINESS MODEL EVOLUTION,-0.18,0.0,0.03,1,False,1
TEAM FORMATION,-0.18,0.0,0.03,1,False,1
SPEED,-0.18,0.0,0.03,1,False,1
ENTERPRISE ARCHITECTURE MANAGEMENT,-0.18,0.0,0.03,1,False,1
ENTERPRISE ARCHITECTURE,-0.18,0.0,0.03,1,False,1
REMOTE EXPERIENCE,-0.18,0.0,0.03,1,False,1
DIGITALIZATION STRATEGY,-0.18,0.0,0.03,1,False,1
INDUSTRY X.0,-0.18,0.0,0.03,1,False,1
HOST EXPANSION,-0.18,0.0,0.03,1,False,1
AUTOMOTIVE INDUSTRY,-0.18,0.0,0.03,1,False,1
INTEGRATION IN GLOBAL VALUE CHAINS,-0.18,0.0,0.03,1,False,1
INVENTION,-0.18,0.0,0.03,1,False,1
SOCIO-CULTURAL PROPENSITY,-0.18,0.0,0.03,1,False,1
MARKETPLACES,-0.18,0.0,0.03,1,False,1
TRUST MAINTENANCE,-0.18,0.0,0.03,1,False,1
INSTITUTIONAL MECHANISMS,-0.18,0.0,0.03,1,False,1
ELECTRONIC MARKETS,-0.18,0.0,0.03,1,False,1
MITIGATING UNCERTAINTY,-0.18,0.0,0.03,1,False,1
CROWDSOURCING ONLINE SERVICE MARKET,-0.18,0.0,0.03,1,False,1
PROCESS MODEL,-0.18,0.0,0.06,2,False,1
EXCHANGE RELATIONSHIPS,-0.18,0.0,0.03,1,False,1
TRUST DEVELOPMENT,-0.18,0.0,0.03,1,False,1
LEAN INNOVATION,-0.18,0.0,0.03,1,False,1
TECHNOLOGICAL REGIMES,-0.18,0.0,0.03,1,False,1
DISCREPANCIES,-0.18,0.0,0.03,1,False,1
ENTREPRENEURIAL ENVIRONMENT,-0.18,0.0,0.03,1,False,1
PERSPECTIVES,-0.18,0.0,0.03,1,False,1
QUALITATIVE COMPARATIVE-ANALYSIS,-0.18,0.0,0.06,2,False,1
ENVIRONMENTAL CHANGE,-0.18,0.0,0.03,1,False,1
INSTITUTIONAL CHANGE,-0.18,0.0,0.03,1,False,1
OPPORTUNITY SEARCH,-0.18,0.0,0.03,1,False,1
HARDWARE VENTURES,-0.18,0.0,0.03,1,False,1
START-UP RATE,-0.18,0.0,0.03,1,False,1
INTERNET SKILLS,-0.18,0.0,0.03,1,False,1
COURSE PROTOTYPING,-0.18,0.0,0.03,1,False,1
INVESTMENTS,-0.18,0.0,0.03,1,False,1
FINANCIAL DEVELOPMENT,-0.18,0.0,0.03,1,False,1
DYNAMIC-MODELS,-0.18,0.0,0.03,1,False,1
NEW VENTURE IDEAS,-0.18,0.0,0.03,1,False,1
COUNTERFACTUAL THINKING,-0.18,0.0,0.03,1,False,1
ENTREPRENEURIAL,-0.18,0.0,0.03,1,False,1
PRODUCT ARCHITECTURE,-0.18,0.0,0.03,1,False,1
FINTECHS,-0.18,0.0,0.03,1,False,1
SOFTWARE VENTURES,-0.18,0.0,0.03,1,False,1
MODULARITY,-0.18,0.0,0.03,1,False,1
VENTURE CREATION PROCESS,-0.18,0.0,0.03,1,False,1
SELF-REGULATION,-0.18,0.0,0.03,1,False,1
ENTREPRENEURIAL DEATH,-0.18,0.0,0.03,1,False,1
UPGRADING,-0.18,0.0,0.03,1,False,1
MONITOR,-0.18,0.0,0.03,1,False,1
TECHNOLOGY PIVOT,-0.18,0.0,0.03,1,False,1
CRITIQUE,-0.18,0.0,0.06,2,False,1
R11,-0.18,0.0,0.03,1,False,1
DIGITAL ENTREPRENEURSHIP ECOSYSTEMS,-0.18,0.0,0.03,1,False,1
DIGITAL ARTIFACTS,-0.18,0.0,0.03,1,False,1
DISCIPLINE,-0.18,0.0,0.03,1,False,1
LATE-STAGE ENTREPRENEURSHIP,-0.18,0.0,0.03,1,False,1
ONLINE AND OFFLINE SOCIAL NETWORKS,-0.18,0.0,0.03,1,False,1
ENTREPRENEURIAL PROCESS AND OUTCOMES,-0.18,0.0,0.03,1,False,1
SOCIAL INTERACTION,-0.18,0.0,0.03,1,False,1
PERCEIVED REALISM,-0.18,0.0,0.03,1,False,1
FLOW,-0.18,0.0,0.03,1,False,1
TELEPRESENCE EXPERIENCE,-0.18,0.0,0.03,1,False,1
AVATAR,-0.18,0.0,0.03,1,False,1
ANTHROPOMORPHIC VIRTUAL AGENT,-0.18,0.0,0.03,1,False,1
LEAN STARTUP APPROACH,-0.18,0.0,0.03,1,False,1
CONCEPTUALIZATION,-0.18,0.0,0.03,1,False,1
SOFTWARE STARTUPS,-0.18,0.0,0.03,1,False,1
POSTFEMINISM,-0.18,0.0,0.03,1,False,1
ORGANIZATIONAL CAPABILITIES,-0.18,0.0,0.03,1,False,1
BUSINESS TRANSFORMATION,-0.18,0.0,0.03,1,False,1
DIGITAL CREATIVITY,-0.18,0.0,0.03,1,False,1
FUTURE SPECIALISTS IN ECONOMICS,-0.18,0.0,0.03,1,False,1
RESOURCES AND SERVICES,-0.18,0.0,0.03,1,False,1
DIGITAL SECURITY,-0.18,0.0,0.03,1,False,1
IDENTITY WORK,-0.18,0.0,0.03,1,False,1
PUBLIC-SECTOR,-0.18,0.0,0.03,1,False,1
WOMEN DIGITAL ENTREPRENEURSHIP,-0.18,0.0,0.03,1,False,1
IDENTITY PLAY,-0.18,0.0,0.03,1,False,1
DYNAMIC MANAGERIAL CAPABILITIES,-0.18,0.0,0.03,1,False,1
CAREERS,-0.18,0.0,0.03,1,False,1
ENABLED ORGANIZATIONAL TRANSFORMATION,-0.18,0.0,0.03,1,False,1
E-GOVERNMENT,-0.18,0.0,0.03,1,False,1
ICT USE,-0.18,0.0,0.03,1,False,1
VOLUNTARY,-0.18,0.0,0.03,1,False,1
RURALITY,-0.18,0.0,0.03,1,False,1
ENCHANTMENT,-0.18,0.0,0.03,1,False,1
DIGITAL TRANSFORMATION AND LEADERSHIP,-0.18,0.0,0.03,1,False,1
INDUSTRY DIGITALIZATION,-0.18,0.0,0.03,1,False,1
INTERNATIONAL OPPORTUNITY PROCESS,-0.18,0.0,0.03,1,False,1
INTERNATIONAL DIGITAL ENTREPRENEURSHIP,-0.18,0.0,0.03,1,False,1
INTERNATIONAL OPPORTUNITIES,-0.18,0.0,0.03,1,False,1
DEVELOPING COUNTRIES,-0.18,0.0,0.03,1,False,1
OPENNESS,-0.18,0.0,0.03,1,False,1
MICROENTERPRISES,-0.18,0.0,0.03,1,False,1
FAMILY INFLUENCE,-0.18,0.0,0.03,1,False,1
DISCLOSURE,-0.18,0.0,0.03,1,False,1
INDICATORS,-0.18,0.0,0.03,1,False,1
INFORMATION DISCLOSURE,-0.18,0.0,0.03,1,False,1
LOCAL GOVERNMENTS,-0.18,0.0,0.03,1,False,1
ESTONIA,-0.18,0.0,0.03,1,False,1
DPE INDEX,-0.18,0.0,0.03,1,False,1
ASSESSMENT OF STUDENT LEARNING,-0.18,0.0,0.03,1,False,1
CREATIVITY AND DESIGN THINKING,-0.18,0.0,0.03,1,False,1
POST-GRADUATE EDUCATION,-0.18,0.0,0.03,1,False,1
DIVIDE,-0.18,0.0,0.03,1,False,1
MULTILEVEL MARKETING,-0.18,0.0,0.03,1,False,1
CORPORATE WEBSITES,-0.18,0.0,0.03,1,False,1
LEGITIMATION DISCOURSE,-0.18,0.0,0.03,1,False,1
SME RESILIENCE,-0.18,0.0,0.03,1,False,1
MULTISIDED PLATFORMS,-0.18,0.0,0.03,1,False,1
RELIGIOUS VALUE,-0.18,0.0,0.03,1,False,1
FEATURES,-0.18,0.0,0.03,1,False,1
ENTREPRENEURSHIP ORIENTATION,-0.18,0.0,0.03,1,False,1
ANTITRUST,-0.18,0.0,0.03,1,False,1
TRINIDAD AND TOBAGO,-0.18,0.0,0.03,1,False,1
TECHNOLOGY AFFORDANCES AND CONSTRAINT,-0.18,0.0,0.03,1,False,1
DIGITAL ENTREPRENEURIAL ROLE MODELS,-0.18,0.0,0.03,1,False,1
ENTREPRENEURIAL EXPOSURE,-0.18,0.0,0.03,1,False,1
IHSAN DIGIPRENEURSHIP,-0.18,0.0,0.03,1,False,1
IDEAS,-0.18,0.0,0.03,1,False,1
INNOVATION POTENTIAL,-0.18,0.0,0.03,1,False,1
TACTICS,-0.18,0.0,0.03,1,False,1
ADDICTION,-0.18,0.0,0.03,1,False,1
DIGITAL INNOVATIONS,-0.18,0.0,0.03,1,False,1
INFORMAL SECTOR,-0.18,0.0,0.03,1,False,1
TECHNOLOGY MANAGEMENT,-0.18,0.0,0.03,1,False,1
MATURE INDUSTRIES,-0.18,0.0,0.03,1,False,1
ANALOG PRODUCTS,-0.18,0.0,0.03,1,False,1
RECORDS,-0.18,0.0,0.03,1,False,1
SMART CITY DIMENSIONS,-0.18,0.0,0.03,1,False,1
NATIONAL CULTURE,-0.18,0.0,0.03,1,False,1
INTERNATIONALIZATION PROCESS,-0.18,0.0,0.03,1,False,1
TECHNOLOGICAL CAPABILITIES,-0.18,0.0,0.03,1,False,1
RURAL ECONOMY,-0.18,0.0,0.03,1,False,1
SUSTAINABLE VALUE CREATION,-0.18,0.0,0.03,1,False,1
SIMPLICITY,-0.18,0.0,0.03,1,False,1
WILDERNESS,-0.18,0.0,0.03,1,False,1
MARKET ENTRY,-0.18,0.0,0.03,1,False,1
MOBILE APPS,-0.18,0.0,0.03,1,False,1
INSTAGRAM,-0.18,0.0,0.06,2,False,1
USES AND GRATIFICATION THEORY,-0.18,0.0,0.03,1,False,1
PSYCHOLOGICAL EMPOWERMENT,-0.18,0.0,0.03,1,False,1
FEMALE EMPOWERMENT,-0.18,0.0,0.03,1,False,1
NEW TECHNOLOGIES,-0.18,0.0,0.03,1,False,1
HEURISTIC,-0.18,0.0,0.03,1,False,1
GRATIFICATIONS,-0.18,0.0,0.03,1,False,1
ATTENTION,-0.18,0.0,0.03,1,False,1
UNIVERSITY TECHNOLOGY TRANSFER AND COMMERCIALIZATION,-0.18,0.0,0.03,1,False,1
MULTINATIONAL-ENTERPRISE,-0.18,0.0,0.03,1,False,1
MANAGERS,-0.18,0.0,0.03,1,False,1
CONFIDENCE,-0.18,0.0,0.03,1,False,1
MULTIVARIATE ANALYSIS,-0.18,0.0,0.03,1,False,1
YOUTHS,-0.18,0.0,0.03,1,False,1
VULNERABILITY,-0.18,0.0,0.03,1,False,1
USER COMMUNITIES,-0.18,0.0,0.03,1,False,1
ENTREPRENURSHIP,-0.18,0.0,0.03,1,False,1
WOMAN IN TECH,-0.18,0.0,0.03,1,False,1
INTIMACY,-0.18,0.0,0.03,1,False,1
SOCIAL EMBEDDEDNESS,-0.18,0.0,0.03,1,False,1
ROBOTS,-0.18,0.0,0.03,1,False,1
INNOVATION IN AFRICA,-0.18,0.0,0.03,1,False,1
KNOWLEDGE ECONOMY AND DEVELOPMENT,-0.18,0.0,0.03,1,False,1
DIGITAL IMAGINARIES,-0.18,0.0,0.03,1,False,1
DIGITAL ENTREPRENEURSHIP IN AFRICA,-0.18,0.0,0.03,1,False,1
AFRICAN ENTREPRENEURS,-0.18,0.0,0.03,1,False,1
R12,-0.18,0.0,0.03,1,False,1
WEIGHTED REGRESSION,-0.18,0.0,0.03,1,False,1
INDUSTRIES,-0.18,0.0,0.03,1,False,1
P25,-0.18,0.0,0.03,1,False,1
MENTORSHIP,-0.18,0.0,0.03,1,False,1
NORMAL EDUCATION,-0.18,0.0,0.03,1,False,1
INNOVATIVE EDUCATION,-0.18,0.0,0.03,1,False,1
MENTORSHIP AND INNOVATION,-0.18,0.0,0.03,1,False,1
CONSUMER,-0.18,0.0,0.03,1,False,1
AI TECHNOLOGICAL DOMAIN,-0.18,0.0,0.03,1,False,1
LEAD USERS,-0.18,0.0,0.03,1,False,1
PARASOCIAL INTERACTIONS,-0.18,0.0,0.03,1,False,1
HOME-BASED BUSINESS,-0.18,0.0,0.06,2,False,1
COMMUNICATION OUTCOMES,-0.18,0.0,0.03,1,False,1
INTERNET STARTUP,-0.18,0.0,0.03,1,False,1
ANALYTICAL HIERARCHY PROCESS (AHP),-0.18,0.0,0.03,1,False,1
VALUE PROPOSITION,-0.18,0.0,0.03,1,False,1
MIDDLE MANAGEMENT TEAM INNOVATIVENESS,-0.18,0.0,0.03,1,False,1
EMOTION,-0.18,0.0,0.03,1,False,1
POSITIVE EMOTIONS,-0.18,0.0,0.03,1,False,1
BROADEN,-0.18,0.0,0.03,1,False,1
MICROBUSINESSES,-0.18,0.0,0.03,1,False,1
COMPETITIVE ENVIRONMENT,-0.18,0.0,0.03,1,False,1
RESEARCH HOTSPOTS,-0.18,0.0,0.03,1,False,1
KNOWLEDGE MAPPING,-0.18,0.0,0.03,1,False,1
DIFFUSION OF INNOVATION THEORY,-0.18,0.0,0.03,1,False,1
PLACE IDENTITY,-0.18,0.0,0.03,1,False,1
NEW FORMS OF ORGANIZING,-0.18,0.0,0.03,1,False,1
INDUSTRIAL-PRODUCTS,-0.18,0.0,0.03,1,False,1
FINANCIAL SERVICES,-0.18,0.0,0.03,1,False,1
E-INNOVATION,-0.18,0.0,0.03,1,False,1
ONLINE TRUST,-0.18,0.0,0.03,1,False,1
ASSOCIATIVE BUSINESS STRUCTURES,-0.18,0.0,0.06,2,False,1
SUSTAINABLE BUSINESS MODEL,-0.18,0.0,0.03,1,False,1
SENSE,-0.18,0.0,0.03,1,False,1
VENTURE,-0.18,0.0,0.03,1,False,1
DECISION CRITERIA,-0.18,0.0,0.03,1,False,1
FUNDING,-0.18,0.0,0.03,1,False,1
TALK,-0.18,0.0,0.03,1,False,1
INVESTMENT DECISIONS,-0.18,0.0,0.03,1,False,1
VIRTUAL TEAMS,-0.18,0.0,0.03,1,False,1
SOLUTIONS,-0.18,0.0,0.03,1,False,1
GENERATION Z,-0.18,0.0,0.06,2,False,1
ONLINE START-UPS,-0.18,0.0,0.03,1,False,1
INTERNET VENTURE,-0.18,0.0,0.03,1,False,1
TRANSNATIONAL ENTREPRENEURSHIP,-0.18,0.0,0.03,1,False,1
INDIVIDUAL KSAS,-0.18,0.0,0.03,1,False,1
NON-ASSOCIATIVE BUSINESS STRUCTURES,-0.18,0.0,0.06,2,False,1
INNOVATION NETWORKS,-0.18,0.0,0.06,2,False,1
MULTILEVEL PERSPECTIVE,-0.18,0.0,0.03,1,False,1
SUSTAINABLE DIGITAL ECONOMY,-0.18,0.0,0.03,1,False,1
GO-TO-MARKET STRATEGY,-0.18,0.0,0.03,1,False,1
LAUNCH DECISIONS,-0.18,0.0,0.03,1,False,1
BUSINESS RESEARCH,-0.18,0.0,0.03,1,False,1
INSTITUTIONAL TRANSITIONS,-0.18,0.0,0.03,1,False,1
LEARNING BEHAVIOR,-0.18,0.0,0.03,1,False,1
GOAL SETTING BEHAVIOR,-0.18,0.0,0.03,1,False,1
TECHNOLOGICAL APPLICATIONS,-0.18,0.0,0.03,1,False,1
SOCIAL NETWORK ANALYSIS,-0.18,0.0,0.03,1,False,1
KNOWLEDGE SHARING,-0.18,0.0,0.03,1,False,1
TACIT KNOWLEDGE,-0.18,0.0,0.03,1,False,1
DIGITAL PLATFORM ECOSYSTEMS,-0.18,0.0,0.03,1,False,1
GENDER DISPARITIES IN DIGITAL ENTREPRENEURSHIP,-0.18,0.0,0.03,1,False,1
WOMEN-LED ENTREPRENEURS,-0.18,0.0,0.03,1,False,1
VISUALIZATION,-0.18,0.0,0.03,1,False,1
PURCHASE INTENTIONS,-0.18,0.0,0.03,1,False,1
CEOS,-0.18,0.0,0.03,1,False,1
ETHNIC TIES,-0.18,0.0,0.03,1,False,1
PARADIGM SHIFT,-0.18,0.0,0.03,1,False,1
SMILING CURVE,-0.18,0.0,0.03,1,False,1
ASIAN DIGITAL ECONOMY,-0.18,0.0,0.03,1,False,1
INFORMATION TECHNOLOGY (IT),-0.18,0.0,0.03,1,False,1
GLOBAL VALUE CHAINS,-0.18,0.0,0.03,1,False,1
TECHNOLOGY IMPACTS,-0.18,0.0,0.03,1,False,1
DIGITAL TRADE,-0.18,0.0,0.03,1,False,1
FIRM-LEVEL TECHNOLOGICAL SOPHISTICATION,-0.18,0.0,0.03,1,False,1
INFORMATION AND COMMUNICATION TECHNOLOGIES (ICTS),-0.18,0.0,0.03,1,False,1
INDUSTRIAL INFRASTRUCTURE,-0.18,0.0,0.03,1,False,1
INFORMATIZATION,-0.18,0.0,0.03,1,False,1
SPECIAL SECTION,-0.18,0.0,0.03,1,False,1
INFORMATION AND COMMUNICATIONS TECHNOLOGIES,-0.18,0.0,0.03,1,False,1
EDUCATION AND DIGITAL TRANSFORMATION,-0.18,0.0,0.06,2,False,1
MOOCS DESIGN,-0.18,0.0,0.06,2,False,1
TECHNOLOGIES FOR CULTURAL AND CREATIVE INDUSTRIES (CCI),-0.18,0.0,0.06,2,False,1
VALUE CHAIN PARTICIPATION,-0.18,0.0,0.03,1,False,1
IT INNOVATION,-0.18,0.0,0.03,1,False,1
ORGANIZATION-PUBLIC RELATIONSHIP,-0.18,0.0,0.03,1,False,1
AND ADVANTAGE-SEEKING BEHAVIORS,-0.18,0.0,0.03,1,False,1
TRIPLE HELIX,-0.18,0.0,0.03,1,False,1
FOREIGN POLICY,-0.18,0.0,0.03,1,False,1
INTERNATIONAL TRADE,-0.18,0.0,0.03,1,False,1
OBOR (ONE BELT ONE ROAD),-0.18,0.0,0.03,1,False,1
INTERNATIONAL RELATIONS,-0.18,0.0,0.03,1,False,1
LOGISTICS,-0.18,0.0,0.03,1,False,1
FACTORS OF PRODUCTION,-0.18,0.0,0.03,1,False,1
ENTREPRENEURIAL EXPERIMENTATION,-0.18,0.0,0.03,1,False,1
RIGOR,-0.18,0.0,0.03,1,False,1
TECHNOLOGY-BASED SCALING,-0.18,0.0,0.03,1,False,1
DRIVER,-0.18,0.0,0.03,1,False,1
PERFORMANCE DRIVER,-0.18,0.0,0.03,1,False,1
ONGOING PROCESS,-0.18,0.0,0.03,1,False,1
BUSINESS MODEL INNOVATION ADOPTION,-0.18,0.0,0.03,1,False,1
DIGITAL DISRUPTION,-0.18,0.0,0.03,1,False,1
EDUCATION FOR ENTREPRENEURSHIP,-0.18,0.0,0.03,1,False,1
GREEN IT,-0.18,0.0,0.03,1,False,1
INFORMATION AND COMMUNICATION SYSTEMS,-0.18,0.0,0.03,1,False,1
CHANGES,-0.18,0.0,0.03,1,False,1
INTANGIBLE CAPITAL,-0.18,0.0,0.03,1,False,1
ENTREPRENEURIAL GROWTH,-0.18,0.0,0.03,1,False,1
E-LEADERSHIP,-0.18,0.0,0.03,1,False,1
KNOWLEDGE SPILLOVERS,-0.18,0.0,0.03,1,False,1
TENSION,-0.18,0.0,0.03,1,False,1
DESIGNING,-0.18,0.0,0.03,1,False,1
PATTERNS OF FEMININITY,-0.18,0.0,0.03,1,False,1
AUTHENTICITY,-0.18,0.0,0.03,1,False,1
CONTEXT COLLAPSE,-0.18,0.0,0.03,1,False,1
FOLLOWERS,-0.18,0.0,0.03,1,False,1
FEMALE INFLUENCERS,-0.18,0.0,0.03,1,False,1
SELF,-0.18,0.0,0.03,1,False,1
FEMINIST,-0.18,0.0,0.03,1,False,1
COOKING,-0.18,0.0,0.03,1,False,1
SOCIAL MEDIA INFLUENCERS,-0.18,0.0,0.03,1,False,1
REGIONAL ENVIRONMENT,-0.18,0.0,0.03,1,False,1
RISE,-0.18,0.0,0.03,1,False,1
VALUE-CREATION,-0.18,0.0,0.03,1,False,1
PRESERVATION,-0.18,0.0,0.03,1,False,1
CREATE,-0.18,0.0,0.03,1,False,1
ENTREPRENEURIAL SPIRIT,-0.18,0.0,0.03,1,False,1
STRESS,-0.18,0.0,0.03,1,False,1
BEHAVIORAL INTENTION,-0.18,0.0,0.03,1,False,1
CONSUMER ACCEPTANCE,-0.18,0.0,0.03,1,False,1
DIGITAL HUMANITY AND COLLABORATION,-0.18,0.0,0.03,1,False,1
AGILITY PLANNING STRATEGY,-0.18,0.0,0.03,1,False,1
SOCIAL INFORMATION PROCESSING THEORY,-0.18,0.0,0.03,1,False,1
THEORY ACCEPTANCE MODEL,-0.18,0.0,0.03,1,False,1
GREEN MANAGEMENT,-0.18,0.0,0.03,1,False,1
DIFFUSION,-0.18,0.0,0.03,1,False,1
CRM,-0.18,0.0,0.03,1,False,1
STRATEGIC PLANNING,-0.18,0.0,0.03,1,False,1
DIGITAL ENTREPRENEURSHIP ERA,-0.18,0.0,0.03,1,False,1
EFFECTIVENESS,-0.18,0.0,0.03,1,False,1
PRODUCT LIFE-CYCLE,-0.18,0.0,0.03,1,False,1
MICRO-FOUNDATIONS,-0.18,0.0,0.03,1,False,1
RAPID INTERNATIONALIZATION,-0.18,0.0,0.03,1,False,1
ELECTRONIC MARKETPLACES,-0.18,0.0,0.03,1,False,1
STRATEGIC ALLIANCES,-0.18,0.0,0.03,1,False,1
BUILDING DYNAMIC CAPABILITIES,-0.18,0.0,0.03,1,False,1
BORN-DIGITAL,-0.18,0.0,0.03,1,False,1
INTERNATIONAL MARKETING,-0.18,0.0,0.03,1,False,1
VALUE-CHAIN,-0.18,0.0,0.03,1,False,1
ECONOMIC PARADIGMS,-0.18,0.0,0.03,1,False,1
FORMS,-0.18,0.0,0.03,1,False,1
STAKEHOLDER THEORY,-0.18,0.0,0.03,1,False,1
GLOBAL LOCKDOWNS,-0.18,0.0,0.03,1,False,1
ORGANIZATIONAL INNOVATION,-0.18,0.0,0.03,1,False,1
ECONOMIC SUSTAINABILITY,-0.18,0.0,0.03,1,False,1
